as_of,date,kpi_id,forecast,model,actual,abs_error,sq_error
2024-01-01,2024-02-01,KPI_E2E,2.2556962649709815,ridge_lag,2.270926317870616,0.015230052899634305,0.0002319545113256593
2024-01-01,2024-03-01,KPI_E2E,2.270729567916398,ridge_lag,2.2925445469592054,0.02181497904280727,0.0004758933106381204
2024-01-01,2024-04-01,KPI_E2E,2.270601624865433,ridge_lag,2.283326850069101,0.012725225203668256,0.0001619313564840738
2024-01-01,2024-05-01,KPI_E2E,2.264286540316258,ridge_lag,2.238251225707651,0.02603531460860742,0.0006778376067691668
2024-01-01,2024-06-01,KPI_E2E,2.247133609001563,ridge_lag,2.1860981001232647,0.06103550887829812,0.0037253333440328083
2024-01-01,2024-07-01,KPI_E2E,2.2346129501506535,ridge_lag,2.1304713099531414,0.10414164019751215,0.01084548122302808
2024-01-01,2024-02-01,KPI_INC,29.328382217681252,ridge_lag,28.95483938684976,0.373542830831493,0.1395342464656054
2024-01-01,2024-03-01,KPI_INC,30.131677214249677,ridge_lag,29.76140951171035,0.3702677025393264,0.1370981715437511
2024-01-01,2024-04-01,KPI_INC,31.462595793474755,ridge_lag,31.17279422901905,0.28980156445570415,0.08398494676097365
2024-01-01,2024-05-01,KPI_INC,32.94654066596932,ridge_lag,32.80321198789886,0.14332867807046057,0.020543109957425726
2024-01-01,2024-06-01,KPI_INC,34.26659253934639,ridge_lag,33.51639774496462,0.7501947943817697,0.5627922295175057
2024-01-01,2024-07-01,KPI_INC,35.29474765854417,ridge_lag,33.29183412075665,2.0029135377875207,4.011662639852522
2024-01-01,2024-02-01,KPI_STP,85.3339700668942,ridge_lag,84.99126152641591,0.34270854047828436,0.11744914371675587
2024-01-01,2024-03-01,KPI_STP,85.58766303304623,ridge_lag,85.0901680145875,0.49749501845872146,0.2475012933912436
2024-01-01,2024-04-01,KPI_STP,85.64188509210537,ridge_lag,85.6339145840107,0.007970508094672368,6.352899928723775e-05
2024-01-01,2024-05-01,KPI_STP,85.458676175729,ridge_lag,85.9127983388099,0.45412216308091047,0.20622693900128505
2024-01-01,2024-06-01,KPI_STP,85.10933285080534,ridge_lag,86.06852801743263,0.959195166627282,0.9200553676811393
2024-01-01,2024-07-01,KPI_STP,84.8135870665846,ridge_lag,84.06852801743263,0.7450590491519762,0.5551129867232468
2024-02-01,2024-03-01,KPI_E2E,2.2778945634771195,ridge_lag,2.2925445469592054,0.014649983482085904,0.00021462201602538984
2024-02-01,2024-04-01,KPI_E2E,2.277923618460216,ridge_lag,2.283326850069101,0.005403231608885228,2.9194911819256454e-05
2024-02-01,2024-05-01,KPI_E2E,2.2715396512463917,ridge_lag,2.238251225707651,0.033288425538740896,0.0011081192748482972
2024-02-01,2024-06-01,KPI_E2E,2.2519324228875943,ridge_lag,2.1860981001232647,0.06583432276432966,0.0043341580538379335
2024-02-01,2024-07-01,KPI_E2E,2.238306972651526,ridge_lag,2.1304713099531414,0.10783566269838474,0.011628530149599806
2024-02-01,2024-08-01,KPI_E2E,2.235832488686529,ridge_lag,2.079143331509063,0.1566891571774658,0.024551491976984578
2024-02-01,2024-03-01,KPI_INC,29.52554760851848,ridge_lag,29.76140951171035,0.2358619031918714,0.055630837377291714
2024-02-01,2024-04-01,KPI_INC,30.79524131289815,ridge_lag,31.17279422901905,0.37755291612090147,0.14254620447139646
2024-02-01,2024-05-01,KPI_INC,32.325923968672925,ridge_lag,32.80321198789886,0.4772880192259379,0.22780385329661926
2024-02-01,2024-06-01,KPI_INC,33.7429434715627,ridge_lag,33.51639774496462,0.2265457265980757,0.05132296623985007
2024-02-01,2024-07-01,KPI_INC,34.881918852342594,ridge_lag,33.29183412075665,1.5900847315859465,2.5283694536227515
2024-02-01,2024-08-01,KPI_INC,35.522534520999145,ridge_lag,32.75325901765838,2.769275503340765,7.6688868134032475
2024-02-01,2024-03-01,KPI_STP,85.12458920170184,ridge_lag,85.0901680145875,0.03442118711433295,0.0011848181223599208
2024-02-01,2024-04-01,KPI_STP,85.16433531449354,ridge_lag,85.6339145840107,0.4695792695171548,0.22050469036026468
2024-02-01,2024-05-01,KPI_STP,84.96129856483607,ridge_lag,85.9127983388099,0.9514997739738362,0.9053518198722614
2024-02-01,2024-06-01,KPI_STP,84.58873917367445,ridge_lag,86.06852801743263,1.4797888437581719,2.189775022111147
2024-02-01,2024-07-01,KPI_STP,84.2736985132054,ridge_lag,84.06852801743263,0.20517049577277646,0.04209493233564689
2024-02-01,2024-08-01,KPI_STP,84.08859458859727,ridge_lag,82.06852801743263,2.020066571164648,4.0806689519368975
2024-03-01,2024-04-01,KPI_E2E,2.2872767054116876,ridge_lag,2.283326850069101,0.003949855342586517,1.560135722735925e-05
2024-03-01,2024-05-01,KPI_E2E,2.281002615250416,ridge_lag,2.238251225707651,0.04275138954276514,0.0018276813078372486
2024-03-01,2024-06-01,KPI_E2E,2.260964536907503,ridge_lag,2.1860981001232647,0.07486643678423821,0.005604983356768336
2024-03-01,2024-07-01,KPI_E2E,2.2448679572367265,ridge_lag,2.1304713099531414,0.11439664728358512,0.013086592909724982
2024-03-01,2024-08-01,KPI_E2E,2.2409185264515905,ridge_lag,2.079143331509063,0.16177519494252746,0.026171213698692762
2024-03-01,2024-09-01,KPI_E2E,2.236544403107667,ridge_lag,2.0300847575652634,0.2064596455424037,0.042625585237494976
2024-03-01,2024-04-01,KPI_INC,31.18870642484531,ridge_lag,31.17279422901905,0.015912195826260245,0.000253197976013254
2024-03-01,2024-05-01,KPI_INC,32.75984162683417,ridge_lag,32.80321198789886,0.04337036106469583,0.0018809882188820838
2024-03-01,2024-06-01,KPI_INC,34.13710195535771,ridge_lag,33.51639774496462,0.620704210393086,0.38527371679970435
2024-03-01,2024-07-01,KPI_INC,35.220494351617276,ridge_lag,33.29183412075665,1.928660230860629,3.719730286103375
2024-03-01,2024-08-01,KPI_INC,35.81958405372125,ridge_lag,32.75325901765838,3.066325036062871,9.402349226785967
2024-03-01,2024-09-01,KPI_INC,35.84052275300107,ridge_lag,31.80304177023408,4.037480982766986,16.30125268620507
2024-03-01,2024-04-01,KPI_STP,85.11798533971924,ridge_lag,85.6339145840107,0.5159292442914563,0.26618298511515315
2024-03-01,2024-05-01,KPI_STP,84.90148199054859,ridge_lag,85.9127983388099,1.0113163482613174,1.0227607562606063
2024-03-01,2024-06-01,KPI_STP,84.51300796195247,ridge_lag,86.06852801743263,1.5555200554801587,2.419642643000996
